 Start memory allocation
 Reading input data
  Initialising PENELOPE ...
  The simulation is started ...
 0.2922800E+05, 0.6001562E+02, 0.1000000E+01, 0.1000000E+01
 0.5845500E+05, 0.1197344E+03, 0.1000000E+01, 0.1000000E+01
 0.8756200E+05, 0.1793906E+03, 0.1000000E+01, 0.1000000E+01
 0.1166130E+06, 0.2391719E+03, 0.1000000E+01, 0.1000000E+01
 0.1457160E+06, 0.2989219E+03, 0.1000000E+01, 0.1000000E+01
 0.1747670E+06, 0.3586562E+03, 0.1000000E+01, 0.1000000E+01
 0.2039890E+06, 0.4183750E+03, 0.1000000E+01, 0.1000000E+01
 0.2331920E+06, 0.4780781E+03, 0.1000000E+01, 0.1000000E+01
 0.2623740E+06, 0.5377500E+03, 0.1000000E+01, 0.1000000E+01
 0.2915270E+06, 0.5975469E+03, 0.1000000E+01, 0.1000000E+01
 0.3207080E+06, 0.6573438E+03, 0.1000000E+01, 0.1000000E+01
 0.3497190E+06, 0.7171094E+03, 0.1000000E+01, 0.1000000E+01
 0.3788190E+06, 0.7768594E+03, 0.1000000E+01, 0.1000000E+01
 0.4079430E+06, 0.8365469E+03, 0.1000000E+01, 0.1000000E+01
 0.4371480E+06, 0.8963281E+03, 0.1000000E+01, 0.1000000E+01
 0.4661250E+06, 0.9560625E+03, 0.1000000E+01, 0.1000000E+01
 0.4953780E+06, 0.1015844E+04, 0.1000000E+01, 0.1000000E+01
 0.5245180E+06, 0.1075625E+04, 0.1000000E+01, 0.1000000E+01
 0.5536820E+06, 0.1135391E+04, 0.1000000E+01, 0.1000000E+01
 0.5827770E+06, 0.1195156E+04, 0.1000000E+01, 0.1000000E+01
 0.6117470E+06, 0.1254922E+04, 0.1000000E+01, 0.1000000E+01
 0.6409340E+06, 0.1314719E+04, 0.1000000E+01, 0.1000000E+01
 0.6701300E+06, 0.1374484E+04, 0.1000000E+01, 0.1000000E+01
 0.6994770E+06, 0.1434250E+04, 0.1000000E+01, 0.1000000E+01
