 #  Results from PENEPMA. Phi rho z distribution.
 #
 #  Z = 29, S1 =  4, S2 =  9
 #
 #  Angular intervals : theta_1 = 4.000000E+01,  theta_2 = 6.000000E+01
 #                        phi_1 = 0.000000E+00,    phi_2 = 3.600000E+02
 #
 # Intensities of characteristic lines. All in 1/(cm*sr*electron).
 #    P = primary photons (from electron interactions);
 #    C = flourescence from characteristic x rays;
 #    B = flourescence from bremsstrahlung quanta;
 #   TF = C+B, total fluorescence;
 #    T = P+C+B, total intensity;
 #    E = emitted; G = generated;
 #  unc = statistical uncertainty (3 sigma).
 #
 # D (cm)     DF (cm)    PE            unc       PG            unc       CE            unc       CG            unc       BE            unc       BG            unc       TFE           unc       TFG           unc       TE            unc       TG            unc
   9.262E-06  1.852E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  3.477770E-05  5.22E-05  3.006903E-06  3.01E-06  3.249167E-04  1.14E-05  3.006903E-06  3.01E-06  3.596944E-04  6.36E-05  2.740860E+00  4.22E-01  3.545457E+00  1.75E-01
   9.924E-06  1.985E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  7.422363E-05  1.51E-04  3.341003E-06  3.17E-06  3.062748E-04  1.11E-05  3.341003E-06  3.17E-06  3.804985E-04  1.62E-04  2.870885E+00  4.32E-01  3.575592E+00  1.76E-01
   1.059E-05  2.117E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.965876E-04  2.58E-04  3.006903E-06  3.01E-06  2.783487E-04  1.06E-05  3.006903E-06  3.01E-06  4.749363E-04  2.69E-04  2.785380E+00  4.26E-01  3.641178E+00  1.77E-01
   1.125E-05  2.249E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  3.477770E-05  5.22E-05  6.682006E-07  1.42E-06  2.572384E-04  1.01E-05  6.682006E-07  1.42E-06  2.920161E-04  6.23E-05  3.111121E+00  4.50E-01  3.797060E+00  1.81E-01
   1.191E-05  2.382E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  2.608327E-05  4.52E-05  6.682006E-07  1.42E-06  2.387342E-04  9.77E-06  6.682006E-07  1.42E-06  2.648175E-04  5.49E-05  2.731982E+00  4.22E-01  3.769615E+00  1.81E-01
   1.257E-05  2.514E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.003069E-04  1.58E-04  3.341003E-07  1.00E-06  2.288315E-04  9.57E-06  3.341003E-07  1.00E-06  3.291384E-04  1.67E-04  2.792797E+00  4.26E-01  3.837466E+00  1.82E-01
   1.323E-05  2.646E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.310584E-04  2.11E-04  3.341003E-07  1.00E-06  2.118827E-04  9.21E-06  3.341003E-07  1.00E-06  3.429411E-04  2.20E-04  2.818967E+00  4.28E-01  3.714014E+00  1.79E-01
   1.389E-05  2.779E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  2.186447E-04  2.92E-04  0.000000E+00  0.00E+00  2.064082E-04  9.09E-06  0.000000E+00  0.00E+00  4.250529E-04  3.01E-04  2.866264E+00  4.32E-01  3.928751E+00  1.84E-01
   1.455E-05  2.911E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.310584E-04  2.11E-04  0.000000E+00  0.00E+00  1.882756E-04  8.68E-06  0.000000E+00  0.00E+00  3.193340E-04  2.19E-04  2.718703E+00  4.21E-01  3.849239E+00  1.82E-01
   1.522E-05  3.043E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.738885E-05  3.69E-05  0.000000E+00  0.00E+00  1.777507E-04  8.44E-06  0.000000E+00  0.00E+00  1.951395E-04  4.53E-05  2.487409E+00  4.02E-01  3.802496E+00  1.81E-01
   1.588E-05  3.176E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  6.552920E-05  1.49E-04  0.000000E+00  0.00E+00  1.669795E-04  8.18E-06  0.000000E+00  0.00E+00  2.325087E-04  1.57E-04  2.442261E+00  3.99E-01  3.782617E+00  1.81E-01
   1.654E-05  3.308E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.136696E-04  2.08E-04  0.000000E+00  0.00E+00  1.627531E-04  8.07E-06  0.000000E+00  0.00E+00  2.764227E-04  2.16E-04  2.442628E+00  3.99E-01  3.924310E+00  1.84E-01
   1.720E-05  3.440E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  8.291805E-05  1.54E-04  0.000000E+00  0.00E+00  1.560021E-04  7.91E-06  0.000000E+00  0.00E+00  2.389202E-04  1.61E-04  2.452040E+00  3.99E-01  3.911270E+00  1.84E-01
   1.786E-05  3.572E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  5.683478E-05  1.47E-04  0.000000E+00  0.00E+00  1.456914E-04  7.64E-06  0.000000E+00  0.00E+00  2.025262E-04  1.54E-04  2.508644E+00  4.04E-01  3.938514E+00  1.85E-01
   1.852E-05  3.705E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  7.422363E-05  1.51E-04  0.000000E+00  0.00E+00  1.399138E-04  7.48E-06  0.000000E+00  0.00E+00  2.141375E-04  1.59E-04  2.203257E+00  3.79E-01  3.783785E+00  1.81E-01
   1.919E-05  3.837E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.738885E-05  3.69E-05  0.000000E+00  0.00E+00  1.331141E-04  7.30E-06  0.000000E+00  0.00E+00  1.505029E-04  4.42E-05  2.608841E+00  4.12E-01  3.919005E+00  1.84E-01
   1.985E-05  3.969E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  4.814036E-05  1.44E-04  0.000000E+00  0.00E+00  1.300556E-04  7.22E-06  0.000000E+00  0.00E+00  1.781959E-04  1.52E-04  2.275874E+00  3.85E-01  3.888087E+00  1.83E-01
   2.051E-05  4.102E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.257810E-04  7.10E-06  0.000000E+00  0.00E+00  1.257810E-04  7.10E-06  2.616033E+00  4.13E-01  3.812146E+00  1.82E-01
   2.117E-05  4.234E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.310584E-04  2.11E-04  0.000000E+00  0.00E+00  1.188560E-04  6.90E-06  0.000000E+00  0.00E+00  2.499144E-04  2.18E-04  2.349141E+00  3.91E-01  3.903139E+00  1.84E-01
   2.183E-05  4.366E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  3.477770E-05  5.22E-05  0.000000E+00  0.00E+00  1.159067E-04  6.82E-06  0.000000E+00  0.00E+00  1.506844E-04  5.90E-05  2.434842E+00  3.98E-01  3.842173E+00  1.82E-01
   2.249E-05  4.499E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  5.683478E-05  1.47E-04  0.000000E+00  0.00E+00  1.113452E-04  6.67E-06  0.000000E+00  0.00E+00  1.681800E-04  1.53E-04  2.130931E+00  3.72E-01  3.848357E+00  1.82E-01
   2.315E-05  4.631E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  5.683478E-05  1.47E-04  0.000000E+00  0.00E+00  1.052485E-04  6.50E-06  0.000000E+00  0.00E+00  1.620833E-04  1.53E-04  2.203336E+00  3.79E-01  3.857167E+00  1.83E-01
   2.382E-05  4.763E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  8.291805E-05  1.54E-04  0.000000E+00  0.00E+00  1.039596E-04  6.45E-06  0.000000E+00  0.00E+00  1.868777E-04  1.60E-04  2.197458E+00  3.78E-01  3.771638E+00  1.81E-01
   2.448E-05  4.896E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.136696E-04  2.08E-04  0.000000E+00  0.00E+00  1.015073E-04  6.37E-06  0.000000E+00  0.00E+00  2.151768E-04  2.14E-04  2.234628E+00  3.81E-01  3.751856E+00  1.80E-01
   2.514E-05  5.028E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  8.291805E-05  1.54E-04  0.000000E+00  0.00E+00  9.262674E-05  6.09E-06  0.000000E+00  0.00E+00  1.755448E-04  1.60E-04  1.978727E+00  3.59E-01  3.729691E+00  1.80E-01
   2.580E-05  5.160E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  8.694424E-06  2.61E-05  0.000000E+00  0.00E+00  9.196010E-05  6.07E-06  0.000000E+00  0.00E+00  1.006545E-04  3.22E-05  2.101731E+00  3.70E-01  3.645889E+00  1.78E-01
   2.646E-05  5.293E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.049751E-04  2.06E-04  0.000000E+00  0.00E+00  8.996820E-05  6.00E-06  0.000000E+00  0.00E+00  1.949433E-04  2.12E-04  2.081245E+00  3.68E-01  3.718691E+00  1.79E-01
   2.712E-05  5.425E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.791988E-04  2.56E-04  0.000000E+00  0.00E+00  8.617451E-05  5.88E-06  0.000000E+00  0.00E+00  2.653733E-04  2.61E-04  1.985724E+00  3.59E-01  3.652169E+00  1.78E-01
   2.779E-05  5.557E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  7.422363E-05  1.51E-04  0.000000E+00  0.00E+00  8.693807E-05  5.91E-06  0.000000E+00  0.00E+00  1.611617E-04  1.57E-04  2.060764E+00  3.66E-01  3.640389E+00  1.78E-01
   2.845E-05  5.689E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  2.608327E-05  4.52E-05  0.000000E+00  0.00E+00  8.373016E-05  5.79E-06  0.000000E+00  0.00E+00  1.098134E-04  5.10E-05  1.963795E+00  3.57E-01  3.591987E+00  1.76E-01
   2.911E-05  5.822E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.049751E-04  2.06E-04  0.000000E+00  0.00E+00  7.835259E-05  5.60E-06  0.000000E+00  0.00E+00  1.833277E-04  2.12E-04  1.862786E+00  3.48E-01  3.590022E+00  1.76E-01
   2.977E-05  5.954E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  8.694424E-06  2.61E-05  0.000000E+00  0.00E+00  7.850197E-05  5.61E-06  0.000000E+00  0.00E+00  8.719639E-05  3.17E-05  1.559830E+00  3.18E-01  3.422862E+00  1.72E-01
   3.043E-05  6.086E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.049751E-04  2.06E-04  0.000000E+00  0.00E+00  7.399720E-05  5.44E-06  0.000000E+00  0.00E+00  1.789723E-04  2.11E-04  1.748087E+00  3.37E-01  3.518225E+00  1.74E-01
   3.109E-05  6.219E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  8.694424E-06  2.61E-05  0.000000E+00  0.00E+00  7.084979E-05  5.33E-06  0.000000E+00  0.00E+00  7.954421E-05  3.14E-05  1.703262E+00  3.33E-01  3.328200E+00  1.70E-01
   3.176E-05  6.351E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  5.683478E-05  1.47E-04  0.000000E+00  0.00E+00  6.888628E-05  5.25E-06  0.000000E+00  0.00E+00  1.257211E-04  1.52E-04  1.775588E+00  3.40E-01  3.449666E+00  1.73E-01
   3.242E-05  6.483E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  5.683478E-05  1.47E-04  0.000000E+00  0.00E+00  6.817520E-05  5.23E-06  0.000000E+00  0.00E+00  1.250100E-04  1.52E-04  1.637890E+00  3.26E-01  3.341368E+00  1.70E-01
   3.308E-05  6.616E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.049751E-04  2.06E-04  0.000000E+00  0.00E+00  6.459139E-05  5.09E-06  0.000000E+00  0.00E+00  1.695665E-04  2.11E-04  1.522095E+00  3.15E-01  3.282307E+00  1.68E-01
   3.374E-05  6.748E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  8.694424E-06  2.61E-05  0.000000E+00  0.00E+00  6.333896E-05  5.04E-06  0.000000E+00  0.00E+00  7.203339E-05  3.11E-05  1.695899E+00  3.32E-01  3.339951E+00  1.70E-01
   3.440E-05  6.880E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.310584E-04  2.11E-04  0.000000E+00  0.00E+00  6.346426E-05  5.04E-06  0.000000E+00  0.00E+00  1.945227E-04  2.16E-04  1.413397E+00  3.03E-01  3.205224E+00  1.67E-01
   3.506E-05  7.013E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  8.694424E-06  2.61E-05  0.000000E+00  0.00E+00  5.951688E-05  4.88E-06  0.000000E+00  0.00E+00  6.821131E-05  3.10E-05  1.494281E+00  3.12E-01  3.127834E+00  1.65E-01
   3.572E-05  7.145E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  4.814036E-05  1.44E-04  0.000000E+00  0.00E+00  5.969466E-05  4.89E-06  0.000000E+00  0.00E+00  1.078350E-04  1.49E-04  1.458260E+00  3.08E-01  3.161821E+00  1.65E-01
   3.639E-05  7.277E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  8.694424E-06  2.61E-05  0.000000E+00  0.00E+00  5.658366E-05  4.76E-06  0.000000E+00  0.00E+00  6.527809E-05  3.08E-05  1.109399E+00  2.69E-01  3.052535E+00  1.62E-01
   3.705E-05  7.410E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  7.422363E-05  1.51E-04  0.000000E+00  0.00E+00  5.413128E-05  4.65E-06  0.000000E+00  0.00E+00  1.283549E-04  1.56E-04  1.342125E+00  2.95E-01  3.118130E+00  1.64E-01
   3.771E-05  7.542E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.738885E-05  3.69E-05  0.000000E+00  0.00E+00  5.177582E-05  4.55E-06  0.000000E+00  0.00E+00  6.916466E-05  4.14E-05  1.232278E+00  2.83E-01  3.132481E+00  1.65E-01
   3.837E-05  7.674E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  3.477770E-05  5.22E-05  0.000000E+00  0.00E+00  4.706488E-05  4.34E-06  0.000000E+00  0.00E+00  8.184258E-05  5.65E-05  1.282726E+00  2.89E-01  2.970180E+00  1.60E-01
   3.903E-05  7.807E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.738885E-05  3.69E-05  0.000000E+00  0.00E+00  5.258381E-05  4.59E-06  0.000000E+00  0.00E+00  6.997266E-05  4.15E-05  1.340633E+00  2.95E-01  2.887668E+00  1.58E-01
   3.969E-05  7.939E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  8.694424E-06  2.61E-05  0.000000E+00  0.00E+00  5.044253E-05  4.50E-06  0.000000E+00  0.00E+00  5.913696E-05  3.06E-05  1.188848E+00  2.78E-01  2.865289E+00  1.58E-01
   4.036E-05  8.071E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  7.422363E-05  1.51E-04  0.000000E+00  0.00E+00  5.128695E-05  4.53E-06  0.000000E+00  0.00E+00  1.255106E-04  1.56E-04  1.109162E+00  2.69E-01  2.846855E+00  1.57E-01
   4.102E-05  8.203E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  8.694424E-06  2.61E-05  0.000000E+00  0.00E+00  4.790930E-05  4.38E-06  0.000000E+00  0.00E+00  5.660372E-05  3.05E-05  1.088530E+00  2.66E-01  2.744926E+00  1.54E-01
   4.168E-05  8.336E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  8.694424E-06  2.61E-05  0.000000E+00  0.00E+00  4.667293E-05  4.33E-06  0.000000E+00  0.00E+00  5.536735E-05  3.04E-05  1.021974E+00  2.58E-01  2.854917E+00  1.57E-01
   4.234E-05  8.468E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  4.814036E-05  1.44E-04  0.000000E+00  0.00E+00  4.493966E-05  4.24E-06  0.000000E+00  0.00E+00  9.308001E-05  1.49E-04  1.224737E+00  2.82E-01  2.695093E+00  1.53E-01
   4.300E-05  8.600E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  4.814036E-05  1.44E-04  0.000000E+00  0.00E+00  4.302862E-05  4.15E-06  0.000000E+00  0.00E+00  9.116898E-05  1.49E-04  1.058457E+00  2.62E-01  2.698432E+00  1.53E-01
   4.366E-05  8.733E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.738885E-05  3.69E-05  0.000000E+00  0.00E+00  4.453165E-05  4.22E-06  0.000000E+00  0.00E+00  6.192049E-05  4.11E-05  1.108903E+00  2.69E-01  2.658821E+00  1.52E-01
   4.433E-05  8.865E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  8.694424E-06  2.61E-05  0.000000E+00  0.00E+00  4.275394E-05  4.14E-06  0.000000E+00  0.00E+00  5.144836E-05  3.02E-05  1.029345E+00  2.59E-01  2.562640E+00  1.49E-01
   4.499E-05  8.997E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.310584E-04  2.11E-04  0.000000E+00  0.00E+00  4.022070E-05  4.02E-06  0.000000E+00  0.00E+00  1.712791E-04  2.15E-04  9.423357E-01  2.48E-01  2.583865E+00  1.49E-01
   4.565E-05  9.130E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.738885E-05  3.69E-05  0.000000E+00  0.00E+00  3.808745E-05  3.90E-06  0.000000E+00  0.00E+00  5.547629E-05  4.08E-05  9.205696E-01  2.45E-01  2.546921E+00  1.48E-01
   4.631E-05  9.262E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.136696E-04  2.08E-04  0.000000E+00  0.00E+00  3.765105E-05  3.88E-06  0.000000E+00  0.00E+00  1.513206E-04  2.11E-04  8.216779E-01  2.31E-01  2.394962E+00  1.44E-01
   4.697E-05  9.394E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  3.733192E-05  3.87E-06  0.000000E+00  0.00E+00  3.733192E-05  3.87E-06  6.527044E-01  2.06E-01  2.299154E+00  1.41E-01
   4.763E-05  9.527E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.310584E-04  2.11E-04  0.000000E+00  0.00E+00  3.950962E-05  3.98E-06  0.000000E+00  0.00E+00  1.705680E-04  2.15E-04  7.539299E-01  2.21E-01  2.385560E+00  1.44E-01
   4.829E-05  9.659E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.049751E-04  2.06E-04  0.000000E+00  0.00E+00  3.777635E-05  3.89E-06  0.000000E+00  0.00E+00  1.427515E-04  2.10E-04  6.959863E-01  2.13E-01  2.307335E+00  1.41E-01
   4.896E-05  9.791E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  1.049751E-04  2.06E-04  0.000000E+00  0.00E+00  3.733192E-05  3.86E-06  0.000000E+00  0.00E+00  1.423071E-04  2.10E-04  6.527846E-01  2.06E-01  2.327901E+00  1.42E-01
   4.962E-05  9.924E-04  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  2.608327E-05  4.52E-05  0.000000E+00  0.00E+00  3.573198E-05  3.78E-06  0.000000E+00  0.00E+00  6.181525E-05  4.90E-05  7.902131E-01  2.27E-01  2.216187E+00  1.38E-01
   5.028E-05  1.006E-03  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  4.814036E-05  1.44E-04  0.000000E+00  0.00E+00  3.173213E-05  3.56E-06  0.000000E+00  0.00E+00  7.987249E-05  1.48E-04  5.886964E-01  1.95E-01  2.223528E+00  1.39E-01
   5.094E-05  1.019E-03  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  4.814036E-05  1.44E-04  0.000000E+00  0.00E+00  3.315430E-05  3.65E-06  0.000000E+00  0.00E+00  8.129466E-05  1.48E-04  7.247576E-01  2.17E-01  2.194402E+00  1.38E-01
   5.160E-05  1.032E-03  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  4.814036E-05  1.44E-04  0.000000E+00  0.00E+00  3.182102E-05  3.57E-06  0.000000E+00  0.00E+00  7.996137E-05  1.48E-04  5.438157E-01  1.88E-01  2.068381E+00  1.34E-01
   5.226E-05  1.045E-03  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  0.000000E+00  0.00E+00  8.694424E-06  2.61E-05  0.000000E+00  0.00E+00  3.204323E-05  3.58E-06  0.000000E+00  0.00E+00  4.073765E-05  2.97E-05  6.019064E-01  1.98E-01  2.062232E+00  1.34E-01
